id,name,pkg,lead_ext,category,state,url,license,tags,version,repo,lang,contrib,lead,has_bin,has_lib,need_ddl,need_load,trusted,relocatable,schemas,pg_ver,requires,require_by,see_also,rpm_ver,rpm_repo,rpm_pkg,rpm_pg,rpm_deps,deb_ver,deb_repo,deb_pkg,deb_deps,deb_pg,source,extra,en_desc,zh_desc,comment,mtime
4270,envvar,pg_envvar,envvar,UTIL,available,https://github.com/theory/pg-envvar,PostgreSQL,,1.0.1,PIGSTY,C,f,t,f,t,t,f,,,,"{18,17,16,15,14,13}",,,"{session_variable,gzip,bzip,zstd,http,pg_net,pg_curl,pgjq}",1.0.1,PIGSTY,pg_envvar_$v*,"{18,17,16,15,14,13}",,1.0.1,PIGSTY,postgresql-$v-pg-envvar,,"{18,17,16,15,14,13}",pg-envvar-1.0.1.tar.gz,{},Fetch the value of an environment variable,获取环境变量的函数,,2025-09-06
4280,floatfile,floatfile,floatfile,UTIL,available,https://github.com/pjungwir/floatfile,MIT,,1.3.1,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_ivm,pg_bulkload,gzip,bzip,zstd,http,pg_net,pg_curl}",1.3.1,PIGSTY,floatfile_$v*,"{18,17,16,15,14,13}",,1.3.1,PIGSTY,postgresql-$v-floatfile,,"{18,17,16,15,14,13}",floatfile-1.3.1.tar.gz,{},Simple file storage for arrays of floats,将浮点数组存储到文件中而不是堆表中,,2025-10-29
4290,pg_render,pg_render,pg_render,UTIL,available,https://github.com/mkaski/pg_render,MIT,{pgrx},0.1.3,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14}",,,"{pg_html5_email_address,pg_readme,gzip,bzip,zstd,http,pg_net,pg_curl}",0.1.3,PIGSTY,pg_render_$v,"{18,17,16,15,14}",,0.1.3,PIGSTY,postgresql-$v-pg-render,,"{18,17,16,15,14}",pg_render-0.1.3.tar.gz,"{""pgrx"": ""0.16.1""}",Render HTML in SQL,使用SQL渲染HTML页面,manual updated pgrx by Vonng,2025-05-27
4300,pg_readme,pg_readme,pg_readme,UTIL,available,https://github.com/bigsmoke/pg_readme,PostgreSQL,,0.7.0,MIXED,C,f,t,f,f,t,f,t,t,,"{18,17,16,15,14,13}",{hstore},,"{ddl_historization,schedoc,pg_render,gzip,bzip,zstd,http,pg_net}",0.7.0,PGDG,pg_readme_$v,"{18,17,16,15,14,13}",,0.7.0,PIGSTY,postgresql-$v-pg-readme,,"{18,17,16,15,14,13}",pg_readme-0.7.0.tar.gz,{},Generate a README.md document for a database extension or schema,为模式与扩展生成Markdown文档,,2025-02-20
4301,pg_readme_test_extension,pg_readme,pg_readme,UTIL,available,https://github.com/bigsmoke/pg_readme,PostgreSQL,,0.7.0,MIXED,C,f,f,f,f,t,f,t,t,,"{18,17,16,15,14,13}",{hstore},,"{schedoc,gzip,bzip,zstd,http,pg_net,pg_curl,pgjq}",0.7.0,PGDG,pg_readme_$v,"{18,17,16,15,14,13}",,0.7.0,PIGSTY,postgresql-$v-pg-readme,,"{18,17,16,15,14,13}",pg_readme-0.7.0.tar.gz,{},Test generating a README.md document for extension or schema,为模式与扩展生成Markdown文档,,2025-04-20
4310,ddl_historization,ddl_historization,ddl_historization,UTIL,available,https://github.com/rodo/pg_ddl_historization,GPL-2.0,,0.0.7,PIGSTY,SQL,f,t,f,f,t,f,f,f,,"{18,17,16,15,14,13}",{plpgsql},{schedoc},"{pg_readme,data_historization,table_version,gzip,bzip,zstd,http,pg_net}",0.0.7,PIGSTY,ddl_historization_$v,"{18,17,16,15,14,13}",,0.0.7,PIGSTY,postgresql-$v-ddl-historization,,"{18,17,16,15,14,13}",pg_ddl_historization-0.0.7.tar.gz,{},Historize the ddl changes inside PostgreSQL database,用SQL将所有DDL变更写入到数据库表中,,2025-09-06
4320,data_historization,data_historization,data_historization,UTIL,available,https://github.com/rodo/postgresql-data-historization,PostgreSQL,,1.1.0,PIGSTY,SQL,f,t,f,f,t,f,t,f,,"{18,17,16,15,14,13}",{plpgsql},,"{ddl_historization,temporal_tables,table_version,gzip,bzip,zstd,http,pg_net}",1.1.0,PIGSTY,data_historization_$v,"{18,17,16,15,14,13}",,1.1.0,PIGSTY,postgresql-$v-data-historization,,"{18,17,16,15,14,13}",postgresql-data-historization-1.1.0.tar.gz,{},PLPGSQL Script to historize data in partitionned table,用SQL将数据变更历史保存到分区表中,,2025-09-06
4330,schedoc,pg_schedoc,schedoc,UTIL,available,https://github.com/ZeroGachis/pg_schedoc,GPL-3.0,,0.0.1,PIGSTY,SQL,f,t,f,f,t,f,f,f,,"{18,17,16,15,14,13}",{ddl_historization},,"{pg_readme_test_extension,pg_readme,gzip,bzip,zstd,http,pg_net,pg_curl}",0.0.1,PIGSTY,pg_schedoc_$v,"{18,17,16,15,14,13}",{ddl_historization_$v},0.0.1,PIGSTY,postgresql-$v-pg-schedoc,{postgresql-$v-ddl-historization},"{18,17,16,15,14,13}",pg_schedoc-0.0.1.tar.gz,{},Cross documentation between Django and DBT projects,在Django与DBT之间通过注释文档交换元数据,,2025-09-06
4400,hashlib,pg_hashlib,hashlib,UTIL,available,https://github.com/markokr/pghashlib,PostgreSQL,,1.1,PIGSTY,C,f,t,f,t,t,f,t,t,,"{18,17,16,15,14,13}",,,"{xxhash,shacrypt,cryptint,pguecc,pgcrypto,gzip,bzip,zstd}",1.1,PIGSTY,pg_hashlib_$v,"{18,17,16,15,14,13}",,1.1,PIGSTY,postgresql-$v-pg-hashlib,,"{18,17,16,15,14,13}",pg_hashlib-1.1.tar.gz,{},Stable hash functions for Postgres,稳定哈希函数包,build-deps: python3-docutils,2025-09-06
4430,xxhash,pg_xxhash,xxhash,UTIL,available,https://github.com/hatarist/pg_xxhash,BSD 2-Clause,,0.0.1,PIGSTY,C,f,t,f,t,t,f,t,t,,"{18,17,16,15,14,13}",,,"{hashlib,shacrypt,pgcrypto,gzip,bzip,zstd,http,pg_net}",0.0.1,PIGSTY,pg_xxhash_$v*,"{18,17,16,15,14,13}",,0.0.1,PIGSTY,postgresql-$v-pg-xxhash,,"{18,17,16,15,14,13}",pg_xxhash-0.0.1.tar.gz,{},xxhash functions for PostgreSQL,xxhash哈希函数包,,2025-09-06
4440,shacrypt,shacrypt,shacrypt,UTIL,available,https://github.com/dverite/postgres-shacrypt,PostgreSQL,,1.1,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{hashlib,xxhash,cryptint,pguecc,pgcrypto,gzip,bzip,zstd}",1.1,PIGSTY,shacrypt_$v*,"{18,17,16,15,14,13}",,1.1,PIGSTY,postgresql-$v-shacrypt,,"{18,17,16,15,14,13}",postgres_shacrypt-1.1.tar.gz,{},Implements SHA256-CRYPT and SHA512-CRYPT password encryption schemes,实现SHA256-CRYPT与SHA512-CRYPT密钥加密算法,,2025-09-06
4450,cryptint,cryptint,cryptint,UTIL,available,https://github.com/dverite/cryptint,PostgreSQL,,1.0.0,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{hashlib,shacrypt,pguecc,pgcrypto,gzip,bzip,zstd,http}",1.0.0,PIGSTY,cryptint_$v*,"{18,17,16,15,14,13}",,1.0.0,PIGSTY,postgresql-$v-cryptint,,"{18,17,16,15,14,13}",cryptint-1.0.0.tar.gz,{},Encryption functions for int and bigint values,加密INT与BIGINT类型,,2025-09-06
4460,pguecc,pg_ecdsa,pguecc,UTIL,available,https://github.com/ameensol/pg-ecdsa,BSD 2-Clause,,1.0,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{hashlib,shacrypt,cryptint,pgcrypto,gzip,bzip,zstd,http}",1.0,PIGSTY,pg_ecdsa_$v*,"{18,17,16,15,14,13}",,1.0,PIGSTY,postgresql-$v-pg-ecdsa,,"{18,17,16,15,14,13}",pg-ecdsa-1.0.tar.gz,{},uECC bindings for Postgres,PostgreSQL的uECC绑定，椭圆曲线加解密函数包,,2025-09-06
4470,sparql,pgsparql,sparql,UTIL,available,https://github.com/lacanoid/pgsparql,Apache-2.0,{supabase},1.0,PIGSTY,SQL,f,t,f,f,t,f,f,f,{sparql},"{18,17,16,15,14,13}","{plperl,plperlu}",,"{pgjq,pgjwt,gzip,bzip,zstd,http,pg_net,pg_curl}",1.0,PIGSTY,pgsparql_$v,"{18,17,16,15,14,13}",,1.0,PIGSTY,postgresql-$v-pgsparql,,"{18,17,16,15,14,13}",pgsparql-1.0.tar.gz,{},Query SPARQL datasource with SQL,使用SQL查询SPARQL数据源,,2025-09-06
4500,pg_idkit,pg_idkit,pg_idkit,FUNC,available,https://github.com/VADOSWARE/pg_idkit,Apache-2.0,{pgrx},0.4.0,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{pgx_ulid,pg_uuidv7,pg_hashids,sequential_uuids,uuid-ossp,permuteseq,pg_cardano,pg_base58}",0.4.0,PIGSTY,pg_idkit_$v,"{18,17,16,15,14,13}",,0.4.0,PIGSTY,postgresql-$v-pg-idkit,,"{18,17,16,15,14,13}",pg_idkit-0.4.0.tar.gz,"{""pgrx"": ""0.16.1""}","multi-tool for generating new/niche universally unique identifiers (ex. UUIDv6, ULID, KSUID)","生成各式各样的唯一标识符：UUIDv6, ULID, KSUID",,2025-05-27
4510,pgx_ulid,pgx_ulid,pgx_ulid,FUNC,available,https://github.com/pksunkara/pgx_ulid,MIT,{pgrx},0.2.2,PIGSTY,Rust,f,t,f,t,t,t,f,f,,"{18,17,16,15,14}",,,"{pg_idkit,pg_uuidv7,sequential_uuids,uuid-ossp,pg_hashids,permuteseq}",0.2.2,PIGSTY,pgx_ulid_$v,"{18,17,16,15,14}",,0.2.2,PIGSTY,postgresql-$v-pgx-ulid,,"{18,17,16,15,14}",pgx_ulid-0.2.2.tar.gz,"{""pgrx"": ""0.16.1""}",ulid type and methods,ULID数据类型与函数,manual updated pgrx by Vonng,2025-11-17
4540,pg_uuidv7,pg_uuidv7,pg_uuidv7,FUNC,available,https://github.com/fboulnois/pg_uuidv7,MPL-2.0,,1.7.0,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,uuid-ossp,sequential_uuids,pg_hashids,permuteseq}",1.7.0,PGDG,pg_uuidv7_$v*,"{18,17,16,15,14,13}",,1.7.0,PIGSTY,postgresql-$v-pg-uuidv7,,"{18,17,16,15,14,13}",pg_uuidv7-1.7.0.tar.gz,{},Create UUIDv7 values in postgres,UUIDv7 支持,,2025-11-05
4550,permuteseq,permuteseq,permuteseq,FUNC,available,https://github.com/dverite/permuteseq,PostgreSQL,,1.2.2,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,random,sequential_uuids,pg_hashids,pgx_ulid,pg_uuidv7,uuid-ossp}",1.2.2,PIGSTY,permuteseq_$v*,"{18,17,16,15,14,13}",,1.2.2,PIGSTY,postgresql-$v-permuteseq,,"{18,17,16,15,14,13}",permuteseq-1.2.2.tar.gz,{},Pseudo-randomly permute sequences with a format-preserving encryption on elements,伪随机数ID置换生成器,,2025-09-06
4560,pg_hashids,pg_hashids,pg_hashids,FUNC,available,https://github.com/iCyberon/pg_hashids,MIT,,1.3,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pg_base58,pgx_ulid,pg_uuidv7,sequential_uuids,permuteseq}",1.3,PIGSTY,pg_hashids_$v*,"{18,17,16,15,14,13}",,1.3,PIGSTY,postgresql-$v-pg-hashids,,"{18,17,16,15,14,13}",pg_hashids-1.3.tar.gz,{},"Short unique id generator for PostgreSQL, using hashids",加盐将整型ID转为短字符串ID,,2025-09-06
4570,sequential_uuids,sequential_uuids,sequential_uuids,FUNC,available,https://github.com/tvondra/sequential-uuids,MIT,,1.0.3,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pg_uuidv7,pgx_ulid,uuid-ossp,pg_hashids,permuteseq}",1.0.3,PGDG,sequential_uuids_$v,"{18,17,16,15,14,13}",,1.0.3,PIGSTY,postgresql-$v-sequential-uuids,,"{18,17,16,15,14,13}",sequential-uuids-1.0.3.tar.gz,{},generator of sequential UUIDs,生成连续生成的UUID,,2025-09-06
4580,typeid,pg_typeid,typeid,FUNC,available,https://github.com/blitss/typeid-postgres,MIT,{pgrx},0.3.0,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{pg_idkit,pg_uuidv7,pgx_ulid,uuid-ossp,pg_hashids,permuteseq}",0.3.0,PIGSTY,pg_typeid_$v,"{18,17,16,15,14,13}",,0.3.0,PIGSTY,postgresql-$v-typeid,,"{18,17,16,15,14,13}",typeid-postgres-0.3.0.tar.gz,"{""pgrx"": ""0.16.1""}",Allows to use TypeIDs in Postgres natively,PG原生TypeID类型与函数,,2025-11-18
4600,topn,topn,topn,FUNC,available,https://github.com/citusdata/postgresql-topn,AGPL-3.0,,2.7.0,PGDG,C,f,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{count_distinct,quantile,lower_quantile,first_last_agg,omnisketch,ddsketch,aggs_for_arrays,aggs_for_vecs}",2.7.0,PGDG,topn_$v*,"{18,17,16,15,14,13}",,2.7.0,PIGSTY,postgresql-$v-topn,,"{18,17,16,15,14,13}",postgresql-topn-2.7.0.tar.gz,{},type for top-n JSONB,top-n JSONB 的类型,,2025-02-20
4610,quantile,quantile,quantile,FUNC,available,https://github.com/tvondra/quantile,BSD 2-Clause,,1.1.8,PIGSTY,C,f,t,f,t,t,f,,,,"{18,17,16,15,14,13}",,,"{lower_quantile,topn,ddsketch,omnisketch,count_distinct,first_last_agg,aggs_for_arrays}",1.1.8,PIGSTY,quantile_$v*,"{18,17,16,15,14,13}",,1.1.8,PIGSTY,postgresql-$v-quantile,,"{18,17,16,15,14,13}",quantile-1.1.8.tar.gz,{},Quantile aggregation function,Quantile聚合函数,,2025-09-06
4620,lower_quantile,lower_quantile,lower_quantile,FUNC,available,https://github.com/tvondra/lower_quantile,BSD 2-Clause,,1.0.3,PIGSTY,C,f,t,f,t,t,f,,,,"{18,17,16,15,14,13}",,,"{quantile,topn,ddsketch,omnisketch,count_distinct,first_last_agg}",1.0.3,PIGSTY,lower_quantile_$v*,"{18,17,16,15,14,13}",,1.0.3,PIGSTY,postgresql-$v-lower-quantile,,"{18,17,16,15,14,13}",lower_quantile-1.0.3.tar.gz,{},Lower quantile aggregate function,Lower Quantile 聚合函数,,2025-09-06
4630,count_distinct,count_distinct,count_distinct,FUNC,available,https://github.com/tvondra/count_distinct,BSD 2-Clause,{pgdg-flaw},3.0.2,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{topn,hll,omnisketch,ddsketch,quantile,lower_quantile,first_last_agg,aggs_for_arrays}",3.0.2,PIGSTY,count_distinct_$v*,"{18,17,16,15,14,13}",,3.0.2,PIGSTY,postgresql-$v-count-distinct,,"{18,17,16,15,14,13}",count_distinct-3.0.2.tar.gz,{},"An alternative to COUNT(DISTINCT …) aggregate, usable with HashAggregate",COUNT(DISTINCT …) 聚合的替代方案,"no pg14,13,12 on el8/9 pgdg",2025-09-06
4640,omnisketch,omnisketch,omnisketch,FUNC,available,https://github.com/tvondra/omnisketch,PostgreSQL,,1.0.2,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{ddsketch,hll,count_distinct,topn,quantile,lower_quantile,first_last_agg}",1.0.2,PIGSTY,omnisketch_$v*,"{18,17,16,15,14,13}",,1.0.2,PIGSTY,postgresql-$v-omnisketch,,"{18,17,16,15,14,13}",omnisketch-1.0.2.tar.gz,{},data structure for on-line agg of data into approximate sketch,实现OmniSketch数据结构，实现近似摘要聚合,,2025-09-06
4650,ddsketch,ddsketch,ddsketch,FUNC,available,https://github.com/tvondra/ddsketch,PostgreSQL,{beta},1.0.1,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{omnisketch,quantile,lower_quantile,topn,count_distinct,hll,first_last_agg}",1.0.1,PIGSTY,ddsketch_$v*,"{18,17,16,15,14,13}",,1.0.1,PIGSTY,postgresql-$v-ddsketch,,"{18,17,16,15,14,13}",ddsketch-1.0.1.tar.gz,{},Provides ddsketch aggregate function,实现DDSketch数据结构，实现在线的Quantile聚合,,2025-09-06
4660,vasco,vasco,vasco,FUNC,available,https://github.com/Florents-Tselai/vasco,GPL-3.0,{beta},0.1.0,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,pg_hashids,sequential_uuids,ddsketch,tdigest,uuid-ossp}",0.1.0,PIGSTY,vasco_$v*,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-vasco,,"{18,17,16,15,14,13}",vasco-0.1.0.tar.gz,{},discover hidden correlations in your data with MIC,使用MIC发现数据中隐含的关联,,2025-09-06
4670,xicor,pgxicor,xicor,FUNC,available,https://github.com/Florents-Tselai/pgxicor,GPL-3.0,,0.1.0,PIGSTY,C,f,t,f,t,t,f,t,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,permuteseq,pg_hashids,sequential_uuids,topn,quantile}",0.1.0,PIGSTY,pgxicor_$v*,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-pgxicor,,"{18,17,16,15,14,13}",pgxicor-0.1.0.tar.gz,{},XI Correlation Coefficient in Postgres,在PG中计算XI相关系数,,2025-09-06
4680,pg_weighted_statistics,pg_weighted_statistics,pg_weighted_statistics,FUNC,available,https://github.com/schmidni/pg_weighted_statistics,PostgreSQL,,1.0.0,PIGSTY,C,f,t,f,t,t,f,t,t,,"{18,17,16,15,14,13}",,,{},1.0.0,PIGSTY,pg_weighted_statistics_$v*,"{18,17,16,15,14,13}",,1.0.0,PIGSTY,postgresql-$v-weighted-statistics,,"{18,17,16,15,14,13}",pg_weighted_statistics-1.0.0.tar.gz,{},High-performance weighted statistics functions for sparse data,针对稀疏数据的高性能加权统计量计算,,2025-11-18
4700,tdigest,tdigest,tdigest,FUNC,available,https://github.com/tvondra/tdigest,Apache-2.0,,1.4.3,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,pg_hashids,sequential_uuids,topn,quantile,lower_quantile}",1.4.2,PGDG,tdigest_$v*,"{18,17,16,15,14,13}",,1.4.3,PGDG,postgresql-$v-tdigest,,"{18,17,16,15,14,13}",,{},Provides tdigest aggregate function.,tdigest 聚合函数,,2025-09-06
4710,first_last_agg,first_last_agg,first_last_agg,FUNC,available,https://github.com/wulczer/first_last_agg,PostgreSQL,,0.1.4,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{aggs_for_arrays,aggs_for_vecs,topn,quantile,lower_quantile,count_distinct,arraymath}",0.1.4,PIGSTY,first_last_agg_$v,"{18,17,16,15,14,13}",,0.1.4,PGDG,postgresql-$v-first-last-agg,,"{18,17,16,15,14,13}",first_last_agg-0.1.4.tar.gz,{},first() and last() aggregate functions,first() 与 last() 聚合函数,,2025-09-06
4720,extra_window_functions,extra_window_functions,extra_window_functions,FUNC,available,https://github.com/xocolatl/extra_window_functions,PostgreSQL,,1.0,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,permuteseq,pg_hashids,sequential_uuids,topn,quantile}",1.0,PGDG,extra_window_functions_$v*,"{18,17,16,15,14,13}",,1.0,PGDG,postgresql-$v-extra-window-functions,,"{18,17,16,15,14,13}",,{},Extra Window Functions for PostgreSQL,额外的窗口函数,"no pg14,13,12 on el8/9",2025-09-06
4730,floatvec,floatvec,floatvec,FUNC,available,https://github.com/pjungwir/floatvec,MIT,,1.1.1,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pg_rational,uint,uint128,numeral,aggs_for_vecs,aggs_for_arrays,arraymath,financial}",1.1.1,PIGSTY,floatvec_$v*,"{18,17,16,15,14,13}",,1.1.1,PIGSTY,postgresql-$v-floatvec,,"{18,17,16,15,14,13}",floatvec-1.1.1.tar.gz,{},Math for vectors (arrays) of numbers,数组类型数学运算扩展,,2025-09-06
4740,aggs_for_vecs,aggs_for_vecs,aggs_for_vecs,FUNC,available,https://github.com/pjungwir/aggs_for_vecs,MIT,,1.4.0,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{aggs_for_arrays,first_last_agg,arraymath,floatvec,vector,topn}",1.4.0,PIGSTY,aggs_for_vecs_$v*,"{18,17,16,15,14,13}",,1.4.0,PIGSTY,postgresql-$v-aggs-for-vecs,,"{18,17,16,15,14,13}",aggs_for_vecs-1.4.0.tar.gz,{},Aggregate functions for array inputs,针对数组类型的聚合函数集合扩展,fix patch not merging,2025-09-06
4750,aggs_for_arrays,aggs_for_arrays,aggs_for_arrays,FUNC,available,https://github.com/pjungwir/aggs_for_arrays,MIT,,1.3.3,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{aggs_for_vecs,first_last_agg,arraymath,intarray,topn,quantile}",1.3.3,PIGSTY,aggs_for_arrays_$v*,"{18,17,16,15,14,13}",,1.3.3,PIGSTY,postgresql-$v-aggs-for-arrays,,"{18,17,16,15,14,13}",aggs_for_arrays-1.3.3.tar.gz,{},Various functions for computing statistics on arrays of numbers,计算数组聚合统计值的函数包,,2025-09-06
4760,pg_csv,pg_csv,pg_csv,FUNC,available,https://github.com/PostgREST/pg_csv,MIT,,1.0.1,PGDG,C,f,t,f,t,t,f,t,t,,"{18,17,16,15,14}",,,"{aggs_for_vecs,first_last_agg,arraymath,intarray}",1.0.1,PGDG,pg_csv_$v*,"{18,17,16,15,14}",,1.0.1,PIGSTY,postgresql-$v-pg-csv,,"{18,17,16,15,14}",pg_csv-1.0.1.tar.gz,{},Flexible CSV processing for Postgres,灵活的CSV聚合处理函数,,2025-11-01
4770,arraymath,pg_arraymath,arraymath,FUNC,available,https://github.com/pramsey/pgsql-arraymath,MIT,,1.1,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{aggs_for_arrays,aggs_for_vecs,intarray,first_last_agg,floatvec}",1.1,PIGSTY,pg_arraymath_$v*,"{18,17,16,15,14,13}",,1.1,PIGSTY,postgresql-$v-pg-arraymath,,"{18,17,16,15,14,13}",pgsql-arraymath-1.1.tar.gz,{},Array math and operators that work element by element on the contents of arrays,数组逐元素数学运算符包,,2025-09-06
4780,pg_math,pg_math,pg_math,FUNC,available,https://github.com/chanukyasds/pg_math,GPL-3.0,,1.0,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,permuteseq,pg_hashids,sequential_uuids,topn,quantile}",1.0,PIGSTY,pg_math_$v*,"{18,17,16,15,14,13}",,1.0,PIGSTY,postgresql-$v-pg-math,,"{18,17,16,15,14,13}",pg_math-1.0.tar.gz,{},GSL statistical functions for postgresql,使用GSL库的数学统计函数,,2025-09-06
4790,random,pg_random,random,FUNC,available,https://github.com/tvondra/random,PostgreSQL,,2.0.0,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{permuteseq,tsm_system_rows,tsm_system_time,pg_idkit,sequential_uuids}",2.0.0,PIGSTY,pg_random_$v*,"{18,17,16,15,14,13}",,2.0.0,PIGSTY,postgresql-$v-random,,"{18,17,16,15,14,13}",random-2.0.0-dev.tar.gz,{},random data generator,随机数生成器,,2025-09-06
4800,base36,pg_base36,base36,FUNC,available,https://github.com/adjust/pg-base36,MIT,,1.0.0,PIGSTY,C,f,t,f,t,t,f,,,,"{18,17,16,15,14,13}",,,"{base62,pg_base58,pg_polyline,uri,pg_curl,url_encode,pg_rewrite,sepgsql}",1.0.0,PIGSTY,pg_base36_$v*,"{18,17,16,15,14,13}",,1.0.0,PIGSTY,postgresql-$v-base36,,"{18,17,16,15,14,13}",pg-base36-1.0.0.tar.gz,{},Integer Base36 types,Base36编码解码扩展,,2025-09-06
4810,base62,pg_base62,base62,FUNC,available,https://github.com/adjust/pg-base62,MIT,,0.0.1,PIGSTY,C,f,t,f,t,t,f,,,,"{18,17,16,15,14,13}",,,"{base36,pg_base58,pg_polyline,uri,pg_curl,url_encode,pg_rewrite,sepgsql}",0.0.1,PIGSTY,pg_base62_$v*,"{18,17,16,15,14,13}",,0.0.1,PIGSTY,postgresql-$v-base62,,"{18,17,16,15,14,13}",pg-base62-0.0.1.tar.gz,{},Base62 extension for PostgreSQL,Base62编码解码扩展,,2025-09-06
4830,pg_base58,pg_base58,pg_base58,FUNC,available,https://github.com/Fell-x27/pg_base58,MIT,{pgrx},0.0.1,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{url_encode,pg_cardano,base36,base62,pg_polyline,uri,pg_curl,pg_rewrite}",0.0.1,PIGSTY,pg_base58_$v,"{18,17,16,15,14,13}",,0.0.1,PIGSTY,postgresql-$v-pg-base58,,"{18,17,16,15,14,13}",pg_base58-0.0.1.tar.gz,"{""pgrx"": ""0.16.1""}",Base58 Encoder/Decoder Extension for PostgreSQL,Base58 编码/解码函数,manual updated pgrx by Vonng,2025-11-02
4840,financial,pg_financial,financial,FUNC,available,https://github.com/intgr/pg_financial,PostgreSQL,,1.0.1,PIGSTY,C,f,t,f,t,t,f,,t,,"{18,17,16,15,14,13}",,,"{topn,quantile,lower_quantile,count_distinct,omnisketch,ddsketch,tdigest,first_last_agg}",1.0.1,PIGSTY,pg_financial_$v*,"{18,17,16,15,14,13}",,1.0.1,PIGSTY,postgresql-$v-pg-financial,,"{18,17,16,15,14,13}",pg_financial-1.0.1.tar.gz,{},Financial aggregate functions,金融领域聚合函数,,2025-02-20
4850,convert,pg_convert,convert,FUNC,available,https://github.com/rustprooflabs/convert,MIT,{pgrx},0.0.4,PIGSTY,Rust,f,t,f,t,t,f,t,f,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,permuteseq,pg_hashids,sequential_uuids,topn,quantile}",0.0.4,PIGSTY,pg_convert_$v,"{18,17,16,15,14,13}",,0.0.4,PIGSTY,postgresql-$v-convert,,"{18,17,16,15,14,13}",convert-0.0.4.tar.gz,"{""pgrx"": ""0.16.1""}","conversion functions for spatial, routing and other specialized uses",用于空间里程等的公英制转换函数,manual updated pgrx by Vonng,2025-05-27
4880,refint,refint,refint,FUNC,available,https://www.postgresql.org/docs/current/contrib-spi.html#CONTRIB-SPI-REFINT,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{pg_idkit,pgx_ulid,pg_uuidv7,permuteseq,pg_hashids,sequential_uuids,topn,quantile}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},functions for implementing referential integrity (obsolete),实现引用完整性的函数,,2025-09-06
